10% discount,无
if only,"na. 只要；只要…就好了
"
igneous rock,"na. 火成岩
"
illegal earnings,[法] 不法盈余
illegal parking,"n. 非法停车
"
immerge oneself into,无
immune defense,"un. 免疫防御
"
impact on, 影响；对…冲击，碰撞；对…之影响
implicit memory, 内隐记忆；内隐性记忆；内隐式记忆
impose on,"v. 强迫；欺骗
"
improve one's grade,无
improvement in, 表示原物有改进；好转；把…列在…里面
in contest,无
in ... contest,无
in a furious way,无
in a good mood,"adv. 心情好
"
in a hurry,"na. 匆忙；〈口〉容易地；急于要；〔口语〕愿意地
"
in a mess,"na. 肮脏；混乱；困难
"
in a sense,"na. 在某种意义上；有一点儿
"
in addition to,"na. 加之
"
in advance,"na. 预先；在先头
"
in all aspects, 在各方面；在各个方面；全方位沟通
in all likelihood,"na. 十之八九
"
in authority, 持有权力的地位；权威；当权
in brief,"na. 简单地说
"
in case,"na. 以防万一；作为准备；如果；免得〔用作连词〕
"
in case that,"conj. 万一
"
in coalition with,无
in common,"un. 和…有相通之处；公有
"
in competition with, 与…竞争；在与…竞争之中；与……比赛
in conflict with,"na. 和…冲突[矛盾]
"
in consequence,"na. 因此
"
in consequence of,"na. 因为…的原故
"
in contact with,"prep. 和…联系
"
in danger of extinction,无
in detail,"na. 详细
"
in due course,"na. 及时；顺次；及时地；到一定时候
"
in exchange for,"na. 换
"
in favor of,"na. 赞成；有利于；付与
"
in good company, 优势合作；大公司小老板；公私密友
in harmony with,"un. 协调一致地；跟…调和；和衷共济；与…相合
"
in imitation of,na. 模仿
in line,"un. 把话说死；排队；循规蹈矩；一列的
"
in line with,"na. 和…成一直线；〔美国〕和…一致
"
in motion,"na. 动着
"
in no time,"na. 立刻
"
in one's lifetime,无
in one's place, 代替；代替某人；在某人的立场上
in order to,"na. 为了；从而；以便
"
in other words,"na. 换句话说
"
in particular,"na. 特别；一一
"
in perspective,"na. 按照透视画法的[地]；展望中的[地]；正确的[地]
"
in preparation for,"na. 作为…的准备
"
in relation to,"na. 关于…
"
in session, 在开庭；在开会；在会议中
in shape,"un. 完全不；情况；模样
"
in terms of,"na. 依…；从…方面；用…特有的字眼
"
in the chain of,无
in the course of,"na. 在…之中
"
in the end,"na. 终于
"
in the fresh air,na. 在户外
in the margin,无
in the red,"n. 负债
"
in the way,"na. 在路上；妨碍
"
in theory, 理论上；从理论上看；在理论上
individual action,"un. 个人行动
"
inherit from, 从…继承；从……继承而来；来自遗传
ink stain, 墨渍；墨水污渍
insert a card,无
insert the card,无
insert one's card,无
insist on,"v. 坚持；强调
"
inspect sth. for sth.,无
inspect the damage,无
intelligence analysis,无
intend to,"打算(做)..., 想要(做)..."
intense cold,"na. 严寒
"
intense sunlight,无
intense tropical sun,无
interact with,"v. 与…相互作用
"
interest rate,"n. 利率
"
interfere with,干扰，干涉；妨碍；触动或弄坏；乱动；与……抵触
interior decoration,"na. 室内装饰；室内装饰术
"
interior design,"n. 室内设计
"
interior designer, 室内设计师；室内装饰师；装饰设计师
internal factor,内在因子
internal mail,无
internal metal skeleton,无
international trade,"n. 〔商〕国际贸易
"
internet plug-in,无
inventory report,"un. 存货报告单
"
involve in,"v. 卷入
"
isolate from, 使隔离；使孤立；分开隔离
It doesn't seem to ...,无
It's hard to tell.,无
It's hard to say., 难说；很难说；这很难说
item on the agenda, 议程项目；议程专案；议程上的话题
jigsaw puzzle,"na. (玩具)益智分合板
"
job interview,"na. 对申请工作者的口头审查
"
job-search techniques,无
join sb. in doing,无
jot down,"v. 草草记下
"
keep company with,"na. 和…常来往；同…结伴
"
keep on doing, 继续做某事；坚持做某事；继续作某事
keep one's head,"na. 不慌不忙
"
keep sth. handy,无
keep to oneself,"un. 强调；紧贴；秘而不宣；独自承受
"
keep sth. to oneself,"un. 强调；紧贴；秘而不宣；独自承受
"
keep up with,"na. 不落后
"
key person,关键人物
key point,"un. 要点；关键；开键；要地
"
key word,"n. 关键字
"
kind of,"na. 有点儿；有几分
"
kitchen utensil, 厨房用具；厨房器具；厨具
know of,"v. 知道有
"
label as, 把……说成是
landmark and historic sites,无
language lab, 语言实验室；语音室；语言室
laryngeal cancer, 喉癌；喉头癌；咽喉癌
late fee,"na. (英国邮局在规定时间之后投递邮件所收的)过时补加费
"
lead a ... life,"过活,过日子"
lead the way,"na. 领路
"
lead to,"na. 通向
"
leading authority,无
leave for,"un. 到…地方去；去某地:
"
leave over,"na. 留下；展期
"
lend sth. to,"un. 贡献:
"
letter of recommendation,"un. 推荐书
"
letter of reference,"un. 调查信；查询信
"
life image,无
light up,"na. 点灯；照亮；点香烟；变快活
"
line up,"na. 整顿(机械等)；排成一列；使(兵士)排齐；整顿阵容
"
linear algebra,"na. 【数】线性代数
"
link to,"un. 同…有联系；与…有牵连
"
literature class,无
live on campus,无
liven up, 使有生气；使活跃起来；热闹
loan application,"un. 申请借款
"
local business executive,无
local dialect, 乡谈；土语；土话
lock up,"na. 上锁；监禁；收藏(文件等)；固定(资本)
"
lodge an application,无
long distance calls,长途通话
look familiar,无
look forward to sth.,"na. 盼望
"
look forward to doing,无
look into,"na. 窥视；调查；过问
"
look over,"na. 浏览；检查；察看
"
loosen up,"na. 宽舒；信口开河；慷慨解囊
"
lose one's balance,"na. 身体失去平衡；慌乱；跌倒
"
lose one's head,"na. 被砍头；着慌；被斩首；被搞糊涂
"
lose one's temper,"na. 发脾气；发怒
"
lose track of the time, 不知道时间
lost-and-found case,无
lost-and-found office,失物招领处
lunar calendar,"na. 阴历
"
lunar eclipse,"na. 月蚀
"
lunar month,"n. 朔望月；太阴月；会合月
"
magnetic field,"n. 磁场
"
magnitude energy,无
mail carrier,"n. 邮递员
"
main office,"un. 〔政〕总办事处；总局；主油道
"
maintain balance,无
maintain the integrity,无
maintenance crew,"un. 维修人员；养护工作队；检修斑；维修队
"
maintenance man,"na. 维修工
"
maintenance staff, 维修人员；维修技术员；维护部员工
major in,"v. 主修
"
make a buck,"na. 挣钱
"
make a call to,无
make a comment,"评论,评述"
make a difference,"na. 发生差别；使…有差别；(结果等)是重要的
"
make a distinction, 区分；做出区分；一个中文词语或英文单词
make a mess of,"na. 把…弄糟[弄坏]
"
make a reservation,"un. 有点瞧不起；订房间
"
make a trade,无
make a trip,"un. 起下钻具
"
make heads or tails of,无
make it,"na. 赶到；办成功；规定时间；〔美俚〕性交
"
make sb. alert,无
make sb. drowsy,无
make sb. feel better,无
make sense,"na. (话等)有意义；合理；有道理；讲得通
"
make sth. clear, 弄清楚；澄清；表明
manage to,"v. 设法处理
"
managerial expertise,无
manifestation of,无
manipulate sb. into sth.,无
manipulate sb. into doing sth.,无
marine animal,"un. 海洋动物
"
marketing research,"na. 销售调查
"
material benefit, 物质利益；实惠；实际的利益
material management,"un. 物料管理
"
meal card, 饭卡；餐卡；办饭卡
mean to,"un. 对某人重要；对某人有价值:
"
medicine cabinet,"un. 保健箱
"
meet the deadline,"v. 按限期完成
"
meet the standard, 达到标准；项已达评监标准；符合标准
melting point,"n. 熔点
"
mental faculty,"n. 智力
"
mention sth.,"vt. 提到，谈到；提及，论及；说起
n. 提及，说起
"
metal detector,"n. 金属矿藏探测器；（机场等处的）金属物品检测机
"
metal-frame construction,无
meteorological data,un. 气象数据；气象资料
meteorological instrument, 气象仪器
metric ruler,无
mild asthma,无
mix ... with,"v. 混合
"
modern poetry,无
monopolistic competition,"un. 垄断性竞争
"
more likely,"adj. 适当的；有希望的；很可能的；很像真事的
adv. 多半
"
motion picture,"n. 电影
adj. 电影的
"
motivation for doing sth.,无
Mount Everest,"n. 埃佛勒斯峰
"
mount the steps,无
mountain climbing,"n. 爬山；登山；攀岩
"
move away, 离开; 搬到别处去住; 改变（见解）; 挪开
move back,"na. (使)退
"
move into,"v. 迁居
"
move off,"na. 离去；〔俚语〕死；(货物)畅销
"
move to,"na. 搬到
"
move up,"na. 提上
"
movie critic, 电影评论家；影评人；电影馆
muscular cell,肌细胞
muscular dystrophy,"n. 肌营养不良症；肌肉萎缩
"
muscular tissue,"n. 肌肉组织
"
mythical figure,无
narrow down,"v. 变窄；缩减
"
nasal asthma,"un. 鼻性气喘
"
native plants, 原生植物；本地植物；土生植物
natural habitat, 自然栖息地；自然生境；自然栖所
natural sight,无
nearly perfect, 近乎完美；几乎完美
negative consequence,负面结果
neither of,"adj. 没有一个
"
nerve cell,"na. 神经细胞
"
neural transmitter, 神经递质；化学信号神经递质；神经传导物质
new around here,无
new generation,"n. 新一代
"
new type of fuel,无
news item, 新闻；新闻条目；一条新闻
no kidding, 不要开玩笑；不是开玩笑吧；别开玩笑
no longer,"na. 不再
"
no wonder, 难怪；怪不得；不足为奇
nocturnal creature,无
nocturnal animal,"夜行动物, 夜行性动物, 夜生活动物"
nominate for,"vt.提名,提议"
North Pole,"na. 北极
"
not on your life,"na. 绝不可能
"
not only ... but ...,无
not only ... but also ..., 不仅……而且；不但而且；两个不仅……而且
notify sb. of sth., 正式将（某事）通知（某人或某团体）
object to,"na. 反对
"
occupy one's time,无
ocean plant,无
odd job,"n. 零工
"
of course,"na. 当然
"
off and on,"na. 断断续续；偶尔；(航海)时而靠岸时而离岸地；不规则地
"
off campus,"na. 在校外
"
off hand,"na. 马上
"
off the mark,"un. 八九不离十；大错特错；摆脱防守
"
offer sth. to sb., 提供；提出；愿意
offer a discount,无
give a discount,无
official copy, 正式文本
omit doing,无
omit to do, 经常用法
on edge,"na. 易怒；急切；竖着
"
on good terms,"na. 相处得好
"
on hold, 搁置；尚未办理的事情；暂停生产
on one's way to,无
on prescription, 凭处方（的），根据药方(的)
on purpose,"na. 故意；意欲
"
on schedule,"na. 按时；按时间表；按照预定计划
"
on the edge of,"na. 快要
"
on the front page of,无
on the ground,adv. 在地上，当场，在决斗; 席地; 地下
on the mood of,无
on the rise,"na. 在涨；在增加；好转
"
on the verge of,"na. 将近(几岁)；即将…
"
on top of,"na. 在…之上；逼近；胜任(工作等)；掌握(情况等)
"
on trial,"na. 试验性质；试验后；在受审
"
one's motivation,无
only if,"conj. 只有当
"
operate the machine,无
opportunity cost,"un. 机会成本
"
optical instrument,"na. 光学仪器
"
organic chemistry,"n. 有机化学
"
organic material,"un. 有机物质；有机材料
"
original handwriting,无
original landscape,原始景观
original topic,无
original viewpoint,无
out of the question,"adv. 不可能
"
out-door club,无
outer atmosphere,"un. 外层大气
"
outline of a speech,无
outline one's idea,无
outstanding student, 三好学生；优秀学生；杰出学生
overcome the problem,无
owe sb. a favor,无
owe ... to ...,"v. 由于；把…归功于
"
ozone molecule,无
pain reliever,"un. 解痛物品
"
pain killer,"n. 【医】止疼药
"
paper topic,无
parking lot,"n. 停车场
"
parking meter,"n. 停车计时器
"
parking place,"un. 停车场；偷站
"
parking sticker, 停车许可证；停车贴条；停车证
part-time job, 半日工作; 兼职
pass around, 传送；分，分发；传递
pass on to, 传递给；传给；传与后代
pause to do,无
pay attention to,"na. 注意
"
pay for,"na. 付开销；赔偿(损失)；(为某种过失)付出代价；吃亏
"
pay for admission,无
pay phone,"na. 公用自动收费电话亭
"
payroll department,"un. 工薪管理部门
"
permission slip,可接受的失误
perpetual circulation,无
personal characteristics, 个人特质；个人特性；个人特征
personal opinion, 个人意见；个人观点；个人见解
personal statement, 个人陈述；自传；个人自述
personality trait,"un. 个性品质
"
pesticide residue,"un. 农药残留物
"
pesticides-free,无
pet peeve,"na. 痛处；患处；弱点
"
phone bill, 电话费；有电话费；电话账单
physical activity, 身体活动；体力活动；体育活动
physical characteristic,"un. 物理特性
"
pick out,"na. 挑选；掘出；闻出；领会
"
pick up,"v. 拾起；探出；重新开始
"
pin ... down,"na. 强迫(人)承认[履行]条约；用…束缚住；阻止；牵制
"
place reliance on,信任；信赖
plan a trip to,无
planet formation, 行星的形成；陆地行星的起源
planet's orbit,无
planetary motions,无
plant fiber, 植物纤维；作物纤维；植物纤维类
plastic bead, 塑料珠；塑料珠子；胶珠
plastic trash bags,无
play in cooperation with,无
play one's heart out,无
plenty of,"na. 很多的
"
plough through,"un. 破浪航行
"
point out,"na. 指出
"
political management,政治管理
political science,"n. 政治学
"
population distribution,人口分布
pore over, 注视；钻研；凝视
portray the cruelty of hunting,无
positive side,无
postpone doing,无
precious stone,"n. 宝石
"
precise elevation,无
precise measurement,"un. 精密测量
"
predict weather,无
prepare for, 准备；为…作准备；为…做准备
press conference,"n. 新闻发布会；记者招待会
"
pretty heavy workload,无
prevent ... from, 防止；阻止；预防
primary school,"n. 小学
"
private company,"n. 【商】私营企业
"
private residence, 私人住宅；私宅；高级官员的私人住宅
proceed to,"un. 前进；继续进行:
"
proceed with,"un. 开始；继续:
"
productive meeting,无
productive writer,无
professional football player,无
professional knowledge, 专业知识；专业知识准备；专业的知识
proficient at, 精通；擅长；熟练
promise to do, 答应做某事；承诺做某事；许诺做某事
proposal for sth., 准备；建议；提建议
proposal for doing sth.,无
proposal to do,无
propose a resolution,无
propose a toast to, 提议；提议为……干杯；提议为…干杯I
propose an amendment,无
propose marriage, 提亲
pros and cons,n. 利弊; 正反两方面; 优缺点; 赞成和反对的理由
protective tariff,"na. 保护(性)关税
"
public sphere, 公共领域；公共空间；公领域
public transportation,"un. 公共交通
"
public visit,无
pull ... into orbit,无
pump up ... through,无
put air in,无
put back,"v. 放回；推迟
"
put down,"na. 平定；贬低(的话)；(飞机的)降落
"
put on air,v. 装腔作势
put off,"na. 延期；辩解
"
put our heads together, 集思广益；商量；内人多次商量
quarterly review,无
quit school, 退学；辍学；休学
quit smoking, 戒烟；戒菸；停止吸烟
quit drinking,无
quitting time,"n. 〈美〉下班时间
"
quote this line,无
radiation therapy,"un. 放射疗法；辐射疗法；辐射治疗；放射治疗
"
radio signal,"n. 无线电信号
"
ragtime music,无
raise fees,无
raise one's pay,无
raise one's salary,无
reading assignment, 阅读作业；指定阅读部分；阅读任务
reading list, 阅读列表；书单；阅读清单
realistic movement,无
reapply for,无
reasonable excuse, 合理辩解；合理解释；合理的辩解
reception office, 接待室；传达室；收货处
recharge batteries, 充电池
recommend sb. sth.,"vt. 推荐, 介绍；劝告；使受欢迎；托付
vi. 推荐；建议"
recreation center,"un. 旅游中心
"
recreation room,"n. （学校、医院、办公楼等处的）娱乐室；（私人住宅里的）康乐室
"
refer to,"v. 查阅；提到
"
reference book,"n. 参考书；工具书
"
reflect back, 反射，折射；回顾；真实地反映
register trademark,无
registered capital,"un. 注册资本
"
regulate spending,无
regulate the traffic,无
relate to,"na. 有关联；与…有关；理解
"
release news,无
relevant to,"adj. 有关
"
relevant working experience,无
rely on,"v. 依靠；信赖
"
remarkable recovery,无
remind ... of,"v. 提醒
"
remote sense technology,无
remove impurities from,无
representative of, 代表……的；有…代表性的；典型的
require ... to,无
required course, 必修课；必修课程；必修科目
research excavation,无
research paper,"un. 学术论文
"
resemble telomeres,无
reserved parking, 主管车停车位编号；专用车位；公务车停车位
resign from,"v. 辞职
"
resign one's seat,无
resign one's post,"na. 退职
"
resign one's position,无
resistance genes, 抗性基因；抵抗基因
resistance to, 阻力；对……的抵抗；对…的阻力
respect for, 尊敬；对…的尊敬；尊重
respond to ...,"v. 响应
"
retreat from,"v. 放弃；撤退
"
return address,"un. 返回地址
"
review the material,无
right away,"na. 立刻
"
ring off,"na. 挂断电话；〔美国〕停止说话；静默
"
ring up,"v. 在收款机上结算；一段时间内收入或损失的钱；打电话给
"
rock and roll,"n. 摇滚乐
"
roll up,"na. 卷起(袖子)；包卷；积贮；缩成圆球
"
rotten meat,无
rule of thumb,"na. 手工业方式；靠经验估计
"
run away,"na. 私奔；逃；弄不好
"
run behind,"na. 落后
"
run counter to,"na. 违反
"
run down,"na. 下乡；(钟表等)停止；衰弱；赶上(人,猎物)
"
run for,"na. 去叫(…)；做…的候选人
"
run out of,"na. 用光…
"
rush hour,"n. (上,下班的)高峰期
"
rush out of, 冲出；奔出；冲出…地方
sacrificial ceremony,无
sales coordinator,无
sales representative,"n. 销售代表
"
sample survey,"un. 抽样调查；抽样检查；抽样检验
"
Sanitation Department, 卫生机关；卫生部；环境卫生部门
save ... for,"v. 除了…而外；例外
"
save face, 挽回面子；保全面子；顾面子
save up,"na. 同“save”；贮(蓄)
"
saving account,"un. 储蓄帐
"
sb. is only a phone call away,无
scarce mineral,无
science auditorium,无
science fiction fare,无
scientific discovery, 科学发现；科学探索
scientific instrument,"n. 科学仪器
"
scientific study,无
scrape off,"na. 刮去
"
scrape through,"na. 好容易完成；(考试)勉强及格；勉强对付过去；勉强通过
"
sculpture exhibit,无
sea view,[地名] 锡维尤 ( 美、英 )
seasonal change,"un. 季节性变化；季节性的变动
"
seed reproduction, 种子繁殖
send for,"na. 派人去叫[请]；遣人去拿；乞求
"
send in,"na. 拿出；提出；递(名片)；送
"
send out,"na. “send forth”的变体
"
send out a questionnaire,无
send out signals,无
sensory organ,"un. 感觉器官；感宽器官；敏感元件；感官
"
separate from,"把...和...分开, 把...和...区分开, 使...从...离析"
set a record,"un. 创造记录
"
set sb. up,"na. 建立；创立；发起；开办
"
set sth. up,"na. 建立；创立；发起；开办
"
set sth. apart,"na. 分开；分离；留出(充当别用)
"
set the alarm clock,无
settle down,"na. 定居；成家；移居；平静下来
"
severe winter,"un. 严冬
"
share sth. with,"un. 合伙；合住；承担；跟…看法一致
"
sharpen sth.,"vt. 削尖；磨快；使敏捷；加重
vi. 尖锐；变锋利"
shed out, 流出来
shift to,"v. 转变到
"
shipbuilding industry,"un. 造船工业
"
show around,"v. 带…参观
"
show sb. around,"v. 带…参观
"
show off,"na. 卖弄；〈贬〉自以为是；趾高气扬；炫耀
"
show up,"na. 显眼；揭发；嘲笑；露面
"
shuffle deck,无
sign a petition,无
sign up,"na. 同“sign”
"
skip a lecture,无
slam on, 关上
slave trade,"n. （尤指 17–19 世纪的）奴隶买卖
"
sleeping schedule,无
slice the bread,无
slip one's mind, 忘记；忘了；忘记了
slip out of,"un. 通过；伸到；一溜烟走出；脱下
"
slog through,吃力地走过
slow reader,阅读速度慢的人
so far,"na. 就是那么些；到现在为止；到目前(此地)为止；就此范围来说
"
so the story goes,"un. 据说；传说
"
soak up the sun, 沐日光浴；晒日光浴；做日光浴
soap bubble,"na. 肥皂泡；短暂而空虚的好景
"
soccer team, 足球队；足球活动；绿茵世界
social awareness, 社会意识；社会觉察；社会认知
social benefits, 社会效益；社会利益；社会福利
social recognition,无
soda machine,"n. 汽水机
"
solar calendar,"na. 阴历
"
solar eclipse,"na. 日蚀
"
solar power,"n. 太阳能
"
solar system,"n. 太阳系；类太阳系
"
sort of,"adv. 有几分地
 （想不出恰当的词或不知下面该怎么说时用）可以说，可说是"
sound like, 听起来像；听起来象；听看来像
spare time,"un. 业余时间；业余的
"
special order, 特别订货；特别命令；特别订单区
special permission,"un. 特别许可
"
spend budget,无
spend ... doing,无
spend ... in doing,无
spray cans,"na. 喷雾壶[罐]
"
spread fertilizer,无
spread over,"na. 〈英〉(根据特殊需要而作的)部分工时调整
"
spread up,无
spring break, 春假；呢班百厌仔；美春假
stage setting,"na. 舞台装置
"
stand a chance,"na. (很)有成功可能
"
standard weight,"un. 标准重
"
start out,"na. 跳出；开始；〔俚语〕企图
"
start with,"v. 以…开始
"
statistical calculation, 统计计算；统计与计算；数据统计
statistical data,"un. 统计资料；统计数据
"
statistics course,无
stay awake, 保持清醒；醒着；保持醒着
stay open,无
stay up,"na. 不去睡觉；不沉
"
stick around,"v. 粘在旁
"
stick with, 坚持；继续支持；坚持做
stir up,"v. 转播；重播；搅拌；煽动
"
stock exchange,"n. 证券交易（所）；股票交易（所）
"
stock holder,"股东,股票持有人;公债持有人"
stop at,(按常规)在…处停下; 延伸到…为止; 中途歇宿于…; 造访
straighten up,"na. 改善；正派地过日子
"
strategic objective,"un. 战略目标
"
strong flavor,无
structure program,un. 结构程序
struggle with, 与…斗争；与…作斗争；和…斗争
student center, 学生中心；学生活动中心；学员中心
student loan, 学生贷款；助学贷款；免息学生贷款
student service,学生服务
subdued color,无
subject to,"v. 处于…中；使服从
"
submit to,"un. 使某人忍受某事:
"
suffer from, 患（某种病），受（某种病痛）折磨; 因…而受罚[苦，损]; 闹; 罹
summer break, 暑假；夏季休假期间；夏季假期
summer holiday,"n. 暑假
"
sun mass,无
sun wind,太阳风
supply ... for,"v. 把…供给
"
supply of,无
support one's argument,无
survey method,"un. 调查方法
"
survive on, 靠……活下来；靠……生存；靠……存活下来
swale erosion,无
switch hours with,无
switch to,"v. 转换到
"
take a drastic step,无
take a look at,"na. (仔细)看一看
"
have a look at,"na. (仔细)看一看
"
take a nap,"na. 睡午觉；打一个瞌睡
"
take a stand,"na. 困守(城池等)；立定脚跟
"
take a while,"v. 需一段时间
"
take advantage of,"na. 乘；利用；欺骗；引诱(女人)
"
take apart,"na. 分解；拆分；剖析
"
take away,"adj. 买回去的
"
take care of,"na. 照看；处理；清除
"
take it easy,"na. “take things easy”的变体
"
take off,"v. (飞机)起飞；出去；拿掉；移送
"
take over,"na. 接管；继承
"
take photographs,无
take pictures, 照相；拍照；拍照片
take place,"na. 发生；举行
"
take sth. back to,无
bring sth. back to,"un. 使恢复；复归:
"
take sth. inside,无
take up,"na. 拿起；举起；拾起；给搭(火车等)
"
take ... for granted,"v. 想当然
"
take ... for instance,例如
take ... for example, 以…为例；打比方
take ... into account,"na. 考虑
"
talent show,n. 业余歌手演唱会; 选秀节目，选秀比赛
tape recorder,"n. 录音机
"
target areas for,无
taste much better,无
team work,"un. 合作；协作；集体工作；协力
"
technical innovation,"na. 技术革新
"
tedious debate,无
tedious fellow,无
telephone communication,"un. 电话通信
"
temperature regulation,"un. 体温调节；温度调节
"
tend to do, 倾向于做某事；倾向去做某事；倾向做某事
tendency to do,无
tendency towards,无
test tube,"n. 试管
"
the accuracy of scales,无
the advent of,(重要人物或事件)…的出现(或到来)
the brick exterior,无
the distribution of,无
the dominant power in the world,无
the greatest power in the world,无
the early stage of civilization,无
the extension of,无
the Faculty of Law,无
the inspection of,无
the interplay between,无
the origins of civilization,无
the presence of,无
the process of,无
the quality of one's handwriting,无
the student action coalition,无
the symbol of,无
the volume of the music,无
the younger generation,"na. 年轻的一代
"
the older generation, 长辈；老一代；老一代导演
thorny bumps,无
threat of disease,无
throw out,"na. 投出；拒绝；否决(议案)；派出
"
throw up,"na. 呕吐；抛上；急造；丢弃
"
tide sb. over,"v. 帮…度过难关
"
tie up,"na. 绑；系；包扎；(船只)系泊
"
to be honest, 老实说；说实话；说实在的
to some degree,"adv. 多多少少
"
to tell you the truth, 说实话；实话告诉你；说老实话
too ... to ..., 太……而不能；太……以致不能；用法
top priority,"un. 第一优先权；应予最优先考虑的事
"
trade places with,无
traditional view, 传统观点；传统的观点；传统观念
traffic laws, 交通法；交通法规；交通规则
transfer to,"v. 转移给
"
transmit to, 把…传给；传递到；发送到
trash can,"n. （街道上或公共建筑物里的）垃圾箱
"
travel on,骑马〔徒步〕旅行
trial period,"n. 试用期
"
trickle down,"adj. 〔美国〕积极投资的
"
tropical environment,无
try to, 设法；试图；试着
tuition payment,无
turbidity current,"na. 【地】浊流
"
turn face up,无
turn out,v. （以某种方式）发生；最后是；结果是 （尤指天气突然）变得（晴好） 原来是；结果发现 出席;参加;前去观看关掉，熄灭（电灯、煤气等） 出席;参加;前去观看生产；制造 （尤指把某人从其长期居住处）撵走，赶出，逐出 翻出；倒出 出席；参加；前去观看
turn over a new leaf,"na. 翻开新的一页；革面洗心；重新开始[做人]
"
turn sb. down,"na. 翻下(衣领等)；扭小(灯火等)拒绝考虑；拒绝(某人)
"
ultraviolet radiation,"un. 紫外线照射；紫外线辐射；紫外辐射；紫外射线
"
under construction,"na. 建筑中
"
under pressure,"un. 在压力下
"
under the circumstances,"na. 在这种情形下
"
under the protection of,"na. 在…保护下
"
up in the air,"na. 悬而未决的
"
upward motion,"un. 向上运动
"
vacuum cleaner,"n. 真空吸尘器
"
vary the volume,无
vegetative reproduction,"un. 营养体生殖
"
vehicle maintenance, 汽车维护；汽车维修；车辆维修
vertical movement,"un. 垂直运动；垂直移动
"
vertical wind,无
visualize sb. doing sth.,历历描绘......于心
volunteer work, 志愿工作；志愿者工作；志愿者活动
vote for,"na. 赞成；〈口〉建议
"
walking hibernation,无
warm up,"na. 加热；变暖；热中起来；【运】作准备动作
"
wash up,"na. 饭后洗碗；洗脸；将…冲上岸；(出人意料地)出现
"
water molecule,"un. 水分子
"
wave field,"un. 波场
"
wear a suit,无
wear out,"na. 精疲力尽；用坏；穿破；磨破
"
weather report,"na. 气象通报；天气预报
"
weather variations,天气变化
What's up?, 怎么了？
wildlife habitat,无
wipe out,"na. 擦去；【无线】遮蔽；遮蔽地域；【信】封闭
"
wireless device,"un. 无线电设备
"
with details of,无
with reference to,"na. 关于
"
in reference to,"na. 关于
"
wonder if, 想知道是否；不知道；怀疑是否
wood fiber,"un. 木织维；木质纤维
"
work a part-time job,无
work extra hours,无
work on,"na. 对…有效[有作用]；动(人,感情等)；向…做工作；左右
"
work out,"v. 作出；拟定；制定；计划一下
"
would like to,"v. 将乐意
"
wrap up,包裹；圆满完成；（使）穿得暖和（wrap somebody/yourself up）；注意力完全集中于……
Xinhua News Agency,"n. 【中】新华通讯社
"
yell at, 对…吼叫；你给我小心一点；对别人大叫
yield to,"v. 服从；屈服于；弯曲
"
You bet,"na. 〈口〉肯定
"
You can say that again., 我同意；说的好；说得好
You got that right.,无
zebra crossing,"n. 斑马线；人行横道
"
