a big potato,无
a box office smash,无
a bunch of,"det. 一束
"
a couple of,"det. 一对
"
a cushion of air,无
a heavy demand for,无
a host of,"det. 很多
"
a matter of time, 时间问题；花落花开；迟早的事
a multitude of,"na. 许多
"
a piece of cake,"na. 轻而易举的事
"
a range of,"det. 一大片；一排
"
a series of,"na. 一系列；许多
"
a set of,"det. 一套；一副
"
a shortage of,无
a slice of, 一片；一薄片；一块
a sort of,"na. 一种；可以说是…的东西
"
a stone's throw away from,无
a variety of,"det. 种种；形形色色
"
a vicious circle,"na. 恶性循环；【逻】循环论证
"
a wealth of, 大量的；丰富的；很多的
academic atmosphere, 学习氛围；学风；学业风气
academic circle, 学术界；学术圈；学院派系
access to, 接近；进入；通向…的入口
account for,"na. 证明；由于；说明(银钱等的)用途；打死
"
adapt to,"na. 使(自己行动)配合(同伴)
"
add up to,"na. 总计共达；〔口语〕总之就是
"
add ... to,"na. 增加
"
adept in,能手，老手；熟练的，拿手的；擅长于，精于，善于
adjacent to,"prep. 接近
"
adjust to,"v. 适应
"
adult education,"n. 成人教育
"
advertising campaign, 广告活动；广告宣传活动；广告运动
advice on,无
aerial photograph,"un. 航空摄影照片；航空照片；航摄像片
"
afford to,（有条件）做；能承担；买得起某物；支付的起
agree on,"na. 对…意见一致
"
agricultural workforce,无
ahead of time,"na. 比原定提前地
"
aim to,"un. 目的在于
"
air conditioning,"n. 空气调节系统
"
all of a sudden,"na. “all at once”的变体；突然
"
all set,"na. 准备妥当；准备就绪
"
all walks of life,"un. 〔外交〕各界；各行各业
"
all-talking film,无
alter the course of one's life,无
alternative fuel, 代用燃料; 人造液体燃料; 合成马达燃料; 石油燃料代用品
alternative work,无
annual fee, 年费；续展费；收取年费
annual interest rate,"un. 年利率
"
anything but,"na. 决不是；除…外什么都
"
apart from,"prep. 除了…外（都）；要不是；除了…外（还）；此外
"
appeal to,"v. 求助于；引起N
"
appear to,"un. 看来像是
"
application form,"na. “application blank”的变体
"
apply for,"v. 寻求；申请
"
approach to,"v. 接近；近似于
"
argue over,"v. 争论
"
arise from,"v. 从…而得的
"
art exhibition,"n. 画展
"
art gallery,"n. 美术馆；艺术展览馆
"
as a result,"adv. 结果
"
as a result of,"na. (作)为…的结果
"
as a whole,"na. (作为一个)整体
"
as far as,"na. 远到；就；尽；至于
"
as far as I know,"na. (= so far as I know)就我所知
"
as far as sth. is concerned,就 ... 而言
as I see it,"na. 据我看；我以为
"
as long as,"conj. 只要
"
as much as,"un. 也这样(想,认为)；不亚于
"
as though,"na. 好像；见 well 条
"
as usual,"adv. 照常；照例
"
as well as,"na. 和…一样；…不用说
"
ask for trouble,"na. 自找苦吃
"
assembly line,"na. 装配线
"
assist with, 在……上给予帮助；在…给予帮助；用物件帮助
at a loss,"na. 无办法；(猎犬)失去猎物嗅迹；亏本地
"
at a significant cost,无
at all times,"na. 不论什么时候；老是；时时
"
at any time,"adv. 随时
"
at least,"na. 至少
"
at one time,"na. 同时；曾经
"
at one's service,"乐意帮助,听.使唤"
at risk,"un. 担风险
"
at some stage,在某一阶段
at the end of,"na. 在…末端；在…的结尾
"
at the expense of,"na. 以…为代价；由…出钱；牺牲…
"
at the moment,"na. “for the moment”的变体
"
at the outset,"na. 在开头时
"
at the top of,"na. 在…最高地位；用最高[最大]的(速度,声音等)
"
at this stage,"un. 活动；在这个阶段；事到如今
"
at work,"na. 做着；在工作；起着作用；运转中
"
attach ... to,"v. 连接在…上；归于
"
attempt to,"un. 企图
"
attitude towards,"un. 对…态度
"
average salary, 平均薪资；平均工资；毕业后的薪资统计
baby cot,无
baggage reclaim,"n. （机场）行李提取处
"
bail out,"na. 保释(被告)；委托(货物)；(从飞机上)跳伞
"
bank statement,"n. 银行结单（某时期内存户存取款项的清单）
"
bank transfer,"un. 银行间转帐；银行转帐
"
bar graph,"abbr. (=bar chart)
"
bare skin,无
be absent from,"na. 不在(家)；缺(工)
"
be accompanied by,"na. 有(某人)陪伴；伴有
"
be addicted to,"na. 嗜好
"
be against,"na. 反对
"
be alienated from,与…疏远
be allergic to, 对……过敏；过敏的；花粉过敏
be around the corner, 即将来临
be associated with,"v. 与…联系
"
be attached to,"na. 爱上；隶属于
"
be attributed to,"na. 被认为是…所为
"
be based on,"v. 以…为基础
"
be beneficial to,"v. 有益于
"
be best with,无
be blamed for,"na. …为(某事)受责备
"
be bound for,"na. 船开往…；以…为目的地的
"
be bound to,"v. 一定要；决心
"
be broken beyond repair,无
be close to,"na. 接近；不离
"
be closely linked to,无
be composed of,"na. 由…组成
"
be concerned about,"na. 关心；挂念
"
be concerned with,"na. 干与；关怀
"
be confronted with,"na. 碰到(困难)
"
be confused about, 困惑於；对······感到困惑
be covered with,"na. 盖满
"
be crazy about,"v. 迷上
"
be dependent on,"na. 依靠
"
be dependent upon,依靠(他人供给吃、住、钱等)，依赖；随…而定；依…而转移
be dotted with, 点缀着；点缀著
be eligible for, 有资格；对•••有资格；合格的
be embossed with,无
be entitled to, 有权；有资格；有权做
be entitled to do,无
be equipped with,"na. 安置着；身上穿着
"
be expelled from,无
be familiar with,"na. 精通；同…相好
"
be fascinated by, 被…所吸引；迷醉；对…着迷
be flexible in,无
be fond of,"v. 爱好
"
be fussy about,无
be going extinct,无
be good with, 擅长；善于和……相处；和……相处的很好
be honest with,"na. 对…说老实话
"
be ideal for,无
be impatient with, 对…不耐烦
be in charge of, 负责；主管；管理
be in good form,无
be in good shape, 身体好；健康状况良好；状态良好
be in good health,"na. 健康
"
be incapacitated with,无
be incompatible with, 与---不相容；与…不一致；与……势不两立
be innovative with,无
be keen on,"na. 喜爱
"
be likely to do,无
be located on, 位于；坐落在；位於
be mad about,"na. 急切地想；迷于
"
be mad at,"na. 对…发怒
"
be made into, 被制成；被做成；把……制成
be made of,"na. …制的
"
be motivated to do,无
be nervous of, 害怕；对…紧张不安；担心
be on speaking terms, 只是泛泛之交；相关词组；关系好
be on the safe side, 万无一失；凡事小心为妙；为求保险，为了安全起见
be open to,"na. 易受；易接受；对…开着门
"
be opposed to,"v. 反对；与…相对
"
be packed with,"挤满..., 装满..., 塞满..."
be parallel to,"v. 与…平行
"
be popular among,无
be prepared to do,"na. 准备着
"
be prone to,"v. 易于…的
"
be proud of,"na. 以…自豪
"
be relevant to,"v. 有关
"
be removed from, 移除；从……剔除；从…移除
be replaced with,无
be responsible for,"v. 负责；担负
"
be satisfied with,"v. 满足于
"
be shocked to do,无
be shouted at,无
be sick with, 患…病；得了…病；对……觉得恶心
be stuck on,"na. 爱上
"
be suited to, 适合于；适宜；合适
be supposed to do,"na. …(在职务上)要；〈口〉不许
"
be taken aback, <航海>处于顶风位置的; 大吃一惊; 吓一跳; <航海>（帆船）突遇顶风而停止前进; 吃了一惊
be taken to court,无
be teeming with, 很多
be told to do,无
be torn between ... and,无
be unfamiliar to,无
be unwilling to do,无
be vital to, 是举足轻重的；对……至关重要的；关重要的
be well off,"na. 生活好过
"
beauty saloon,无
bed linen,"na. 床用织品
"
belong to,"v. 属于；附属
"
bend over,"na. 弯腰
"
benefit from,"v. 从…得到好处
"
best buy,"na. 买得最为合算的东西
"
best man,"n. 伴郎；男傧相
"
beware of,"v. 注意；谨防
"
bid for,"na. 投标求包(工程)；出价竞买(某物)；争取得到(拥护等)
"
blame for, 因……责备；责怪；因…怪罪
blood pressure,"n. 【医】血压
"
blow up,"v. 炸掉；爆炸；充气；放大
"
boarding school,"n. 寄宿学校
"
book over the phone,无
book ... in,"v. 预定旅馆房间
"
book up,"v. 预定
"
boost one's confidence,无
boost the efficiency of,无
bother to do,无
bother with, 为…而费心；为…操心；烦恼
box office,"n. 票房；售票处
"
brand name,"n. 品牌名称
"
break down,"v. 分解；抛锚；分析；划分
"
break off,"v. 断绝；摘；把…折断；使脱落
"
break records,无
break the record,"na. 打破记录
"
break with,"na. 与…断绝关系；破除(恶习等)
"
breeze through,"un. 轻易地通过
"
bring about,"na. 造成；带来；【航】(使船)回转
"
bring along,"na. 带来；指导
"
bring out,"na. 公布；说出；出版；上演
"
bring up,"na. 抚养；教导；教育；在…长大
"
broadband connection, 宽带连接；宽频连线；宽频网路連结
brush up lessons,无
budget price range,无
build up,"na. 同“build”；建立；复兴；【军】集结(部队)
"
build up one's confidence,无
bullet point,"n. 点句重要项目（文件中列举时用正方形、菱形等点句符开始）
"
bump into,"v. 偶然碰到；邂逅；遇见；(意外)撞到
"
burn out,"na. 烧起来；烧光；烧尽；烧断
"
bus route,"un. 公共汽车路线
"
buy sb. out,"na. 出钱使某人出让地位[产权等]；买下…的全部产权
"
by hand,"na. 用手的；用手递交的；(婴儿)用牛奶抚养的
"
by heart, 牢记；凭记忆；熟记
by installment,"un. 分期付款
"
by means of,"na. 以
"
by profession,"na. 职业是
"
by the middle of,无
by the way,"na. 见 way 条
"
call ... out,"na. 呼喊；大声叫唤；召集；号召罢工
"
call slip,n. 借书证; 请拨单
cancel one's reservation,无
capable of doing, 形成……的能力；能够做某事；有能力做某事
car exhaust fume,无
carry on,"adj. (飞机乘客的行李)可随身携带的
n. (飞机乘客的)随身行李
"
carry out,"na. 实行；开展；完成
"
case study,"n. 个案研究；专题研究；案例研究
"
cash the check,无
cash the cheque,无
cashpoint machine, 取款机；自动提款机
cast one's eyes along,无
catch a glimpse of,"na. 瞥见；看一眼
"
catch sb. red handed, 当场抓住；当场抓到；当场被捕
cater for,"un. 备办食物:；凑合
"
certificate course,无
change one's mind,"na. 改变想法
"
charter flight,"n. 包机；包机航班
"
chase up,"un. 吓跑；追回
"
chat with, 和…聊天；与…闲聊；与某人聊天
check in,"v. 〈美〉报到；(旅馆)登记
"
check on,"na. 检查
"
check out,"na. 开支票(提款)；(旅馆)付账后离开；及格；〔美俚〕死
"
check account,"un. 支票存款户
"
cheque account, 支票账户，活期存款账户
cheer ... up,"v. 鼓舞；振作一点
"
cheering section, 拉拉队
church service,"na. 礼拜；祈祷书；说教
"
civil servant,"n. 公务员；政府官员
"
classical literature, 古典文学；经典文学；古代西洋文学
classical music,"na. 古典音乐
"
clean up,"na. 收拾干净；【机械工程】改正；〔俚语〕赚厚利
"
clear off,"na. 理清(工作等)；清算；卖掉；撵走
"
closed reserve,无
closed stacks,闭架式书库
coffee break,"n. 工间喝咖啡休息时间
"
come along,"na. 进步；同意；一道来；请过来
"
come to an end,"na. 完结
"
come to nothing,"na. 等于零；失败
"
come true,"na. (预言等)成事实；实现；(作物)不变种地发芽生长
"
come up to,"na. 到达；不亚于；不负(期待)
"
come up with,"na. 想出(一个主意或计划)；提出；提供；筹措
"
commercial value,"na. 交换价值
"
commercial bank,"un. 商业银行
"
merchant bank,"n. 商业银行；投资银行
"
commit a crime,"na. 犯罪
"
common sense,"n. 常识
"
communicate with,"v. 联络
"
compare with,"na. 和…比较[对照]
"
compatible with,"adj. 与…不矛盾
"
compensate for,"v. 补偿；抵偿
"
compete with,"v. 竞争
"
complain about,"v. 埋怨
"
compound apartment,无
computer literate,"adj. 能熟练使用计算机的；会用电脑的
"
concentrate on,"na. 集中在；专心于
"
concessions for,无
confine oneself to,"只涉及,只限于"
confine oneself to doing,无
confirm a reservation,无
consist of,"v. 由…合成
"
contact lenses,n. 隐形眼镜; 接触镜，隐形镜( contact lens的名词复数 )
contrary to,"na. 跟…相反[相违背]
"
contribute to,"na. 捐助；给…投稿；捐(款)给；投寄(一篇论文)给(某杂志)
"
convert into,"v. 转换成
"
convince sb. of,"na. 使(人)承认
"
cooperate with,"un. 协作；合作
"
cope with,"v. 对付；应付
"
corporate loan, 企业贷款；筹资；境外授信业务
correspondence course,"n. 函授课程
"
cost sb. an arm and a leg,"na. 使付出一大笔钱
"
cough up,"na. “cough out”的变体；同“cough”
"
counselling service, 咨询服务；专业护理辅导；辅导服务
count on,"na. 指望；预料到；期望
"
count towards, 被包括在内；构成
course arrangement,无
course code,无
course feedback form,无
cover an area of, 占地面积；占地面积为；占地多少
cover the cost of,无
crack down,"na. 敏捷地做；拼命做
"
cramming teaching,无
credit card,"n. 【经】信用卡
"
credit point,无
creep up on,"un. 悄悄迫近；袭来；爬向
"
crime rate,"un. 犯罪率
"
cross-country race,越野跑
culture shock,文化冲击（突然处于一个与前大不相同的社会和文化环境中因而感到困惑、忧虑、烦恼的心情）
cup of tea, 喜欢；喜欢而又会做之事；爱好
currency exchange,"na. 外币兑换点
"
current account,"n. 经常收支
"
current affair, 时事资讯；时事热点；评论时事
curriculum schedule,n. 课程表
curriculum vitae,"n. 简历；（大学教师求职用的）工作履历
"
cut down,"na. 砍倒；削减；减价；夺去…活动力
"
cut out,"na. 割掉；除去；剪下；开辟
"
dash off,"na. 飞出；急忙离开；一气写成[写完](文章等)
"
date back to,"na. 回溯至
"
date of expiry,"un. 有效日期
"
daytime phone number,无
dead easy, 易如反掌；太容易了；龙蛇争霸黑暗街
deal with,"na. 办理；对待；与…交涉；与…交易
"
death toll,"n. （事故、战争、灾难等的）死亡人数
"
debate on ... with,无
department store,"n. 百货公司；大百货商店
"
departmental library,无
departure lounge,"n. 候机室
"
depend on,"v. 依靠
"
depend upon,"v. 依靠
"
deposit account,"n. 存款账户
"
deposit money in a bank,无
descend from,"na. 是…的后裔
"
die a death,无
die out,"na. 死绝
"
dip into,"na. 舀出；取出；看一看；探究
"
diploma course,无
direct line number,无
direct flight,n. 直航：飞行于两地之间，经停一个或以上机场，但不更换航班号或飞行器的航班
non-stop flight,不着陆飞航
discussion group,"n. 讨论组
"
dispute against,"v. 与…争论
"
dispute with, 争执；争论；跟…争执
distance education,"n. 广播、函授教育
"
divide into,"v. 分为
"
divide up,"v. 分割；瓜分
"
divorce rate, 离婚率；外籍配偶
do a face-to-face interview,无
do a presentation on,无
do background reading,无
do further study,无
do housework, 做家务；做家务事；做家务活
do jogging,无
do ... a favor, 帮忙；帮一个忙；做好事
do some trips,无
do ... on one's own,无
domestic market,"un. 内销市场；国内市场
"
double lock,"v. 上双锁于
"
double unit,双单位制工作面
double-bed room,双床间
draft an outline,无
draft plan,计划草案
draw out,"na. 抽出；拔出；掏出；提出
"
draw the line,"na. 划界线
"
draw up,"na. 写出；正容；整(队)；拉起(鱼网等)
"
dress rehearsal,"n. 彩排
"
dressing room,"n. （演员的）化装间；（在英式英语中指运动员的）更衣室；梳妆室
"
drop down,"na. 倒下；(风等)突然停止；沿(河)而下
"
drop in,"(使)落进；(使)往里坍塌：
偶然(或顺便)走访(或访问)(on)；逐渐进入：
[口语](有选择地)加入；愿意(或决心)参加：
【戏剧】放下(吊幕)，吊装布景："
drop out of,"v. 退出；退去
"
drop-out rate,中辍率；辍学率
dry up,"na. 干涸；逐渐枯萎；使干；(演员)忘记台词
"
due to,"un. 由于；预定；因为；亏
"
duty-free shop, 免税商店
eager to do, 急于做；迫不及待的做某事；形容词
eat out,"v. 出去吃；在外面吃饭
"
ecological balance,"un. 生态平衡
"
education system, 教育系统；教育制度；教育体制
either ... or,"n. (自动控制)“异”；按位加；二者择一
adj. 二者择一的
"
electronic gadget,无
eligible to do,无
embark on,"un. 着手
"
embark upon,"un. 登
"
emphasize on, 强调；着重点
enable ... to do, 使某人能做某事；进行作战
end up,"na. 结束；完事；[俚]死；直立着
"
end with,"na. 以…完结[终止]
"
endangered species,"na. 【生】濒危物种
"
enjoy a superb reputation,无
enquire about,"询问,打听"
enrol on,无
enrollment fee, 注册费；报名费；入学费
enrollment form,登记表
entertainment facilities,无
entertainment industry,"un. 娱乐业
"
even though,"na. “even if”的变体
"
every walk of life, 各行各业；各行各业的人
evolve into,"un. 发展成
"
except for,"na. 只有
"
excess charge,"un. 过充电
"
exchange rate,"na. 汇率
"
exchange student,"n. 交换生
"
expand one's knowledge,无
expect ... to do, 期待做某事；期望做某事；期望干
extended family,"n. 家族
"
extensive reading,"na. 泛读；博览群书
"
extra cost,"un. 额外费用；附加费用
"
eye contact,"n. 眼神接触；目光交流
"
face up to,"na. 大胆面向；正面对付；同“face”
"
faculty head,无
fall in love with,"na. 爱上
"
fall to,"na. 着手；开始用餐；争吵起来；开始攻击
"
fall upon,"na. 开始(行动)；进攻；(节日)正当；忽然看出来
"
fall on,"na. 开始(行动)；袭击；适逢；忽然看出来
"
familiarize oneself with,"na. 精通
"
family album, 走遍美国；家庭相册；家庭照相簿
family bonds,无
family planning policy, 计划生育政策；计画生育政策；家庭计画政策
family reunion, 家庭团聚；团圆；家人团聚
feel bored with,无
feel free to do,"v. 放心
"
field research,"un. 实地研究
"
field trip,"n. （常指学生进行的）野外考察
"
fill out,"na. 填写(表格等)；变胖；长胖；胖起来
"
fill ... in,"na. 填充；填写；同“fill”
"
fill ... in on, 告诉
financial assistance, 财政资助；经济援助；经济资助
financial budget,"un. 账务预算
"
financial circumstance,无
financial crisis,"na. 财政危机
"
find it's difficult to do,无
finish off,"na. 同“finish”；完成；用完；吃完
"
fire away,"na. 继续射击；〈口〉开始像连珠炮似地谈话或提问
"
fire exit,"n. 太平门
"
first aid,"n. 急救
"
first of all,"na. 第一
"
fix up,"na. 〈美口〉修理；解决；组织；安顿住处
"
flag down,"un. 提出；招呼…停车
"
floppy disk,"n. 软盘；软磁盘
"
focus on, 致力于; 使聚焦于; 对（某事或做某事）予以注意; 把…作为兴趣中心
for instance,"na. 例如
"
for lease,无
for rent,"na. 出租的；招租
"
for one thing,"na. 第一〔表示列举〕；原因之一是
"
for the sake of,"adv. 为了…起见
"
freak out,"na. 成为颓废派；使处于极度兴奋中；行动反常
"
freeze over,"na. 全面结冰
"
frequency of buses,无
from the outset,"na. 从一开始
"
at the outset,"na. 在开头时
"
full address,"un. 全地址
"
full refund, 全额偿还；全额退款；全额退费
full-time student, 全日制学生；全职学生；全时学生
fundamental differences between ... and,无
further education,"n. 继续教育
"
gain a reputation for,"赢得…的声誉,以…而出名"
gear change,"un. 齿轮变速装置；齿轮变速换排挡；变速齿轮
"
gene pool,"n. 基因库（某物种的全部基因）
"
general practitioner,"n. 普通医师
"
generally speaking,"na. 一般地说；一般地说来
"
get a good view of,无
get a move on,"na. 〈口〉快点；赶快行动
"
get a refund,无
get admitted to,无
get along with,"na. (工作)进行
"
get an extension of time,无
get behind with,"vt.在...方面落后,落后于"
get hold of,"v. 抓住；捉住
"
get hurt,"na. 受伤
"
get into,"na. 进入；穿上；成癖；陷于
"
get into the habit of,"na. 养成某种习惯
"
get into trouble,"na. 遇到麻烦；卷入纠纷；受责备；未结婚而怀孕
"
get married,"na. 结婚
"
get on one's nerve,无
get on with,"na. 同“get along ”
"
get promoted, 升职；得到提升；得到提拔
get ... down,"na. 开始认真对待；落下；下车；写下
"
get separated from,无
get straight down to,无
get stuck,"v. 上当
"
get the best deal,无
get the hang of, 熟悉某物的用法; 掌握做某事的窍门; 理解某事; 鉴赏
get through,"na. 花光；了结；(使)通过(议案)；及格
"
get to grips with,"na. 揪扭；开始努力对付
"
get used to,"na. 变得习惯于
"
give a prescription,"n. 【医】开药方
"
give comments on,无
give off,"na. 发散(水蒸气等)
"
give out,"na. 发表；放出；分发
"
give over to,"v. 把…留作；专用为鳡
"
give priority to,"na. 把优先权让给…
"
give ... a sack,无
give ... a miss,"na. 故意打一个空球；避免；不碰动
"
give away,"na. 赠送；分发；放弃；露马脚
"
give up,"na. 放弃；断绝；投降；自首
"
glance down at,无
global warming,"n. 全球（气候）变暖；地球大气层变暖
"
go ahead,"na. 取得进展
"
go away,"na. 离开；带走
"
go back,"na. “Come back”的变体；回来；追溯到；回顾
"
go bad,"na. (食品,蛋等)坏掉
"
go for a dinner,无
go for an interview,无
go for the interview,无
go hand in hand, 结伴而行；相随；手拉手地前进
go hand in hand with,"un. 帮助某人；与…一起；与…并行
"
go off,"na. 进行得 (well； badly)；(话等)冒出
"
go on a date,去约会
go on strike,"na. 实行罢工
"
go out of fashion,"na. (渐渐)过时
"
go over,"na. 仔细查看；仔细搜查；排练；重温
"
go rock climbing,无
go round,"na. 绕着走；迂回着走；运行；(食物等)人人分到
"
go surfing,无
go through,"na. 认真检查；仔细地搜；(提案或法案)通过；被批准
"
go under,"na. 沉没；没落；失败；屈服
"
go up,"na. 上升；上城市去；腾贵；烧起来
"
go with,"na. 同…一致；跟…谈恋爱；带有；领会
"
graduate from,"v. 毕业于
"
graduation ceremony,"n. 毕业典礼
"
greenhouse gas emission,温室气体排放
greenhouse effect,"n. 温室效应
"
gross national product,"na. 国民总产值
"
ground floor,"n. 底层
"
group discussion,"n. 小组讨论
"
group interview,"un. 小组面谈
"
grow up,"na. 长大
"
guided tour,"un. 有导游的观光旅游
"
hall of residence,"n. （大学）学生宿舍
"
hand in,"na. 交进
"
hand out,"na. 分；拿出来；施舍
"
hand over,"v. 转交；递给；送交(警察或有关当局)处理；移交(权力等)
"
handicapped toilet,无
hang on,"v. 坚守；守住；坚持；支撑着
"
hang on to,"na. 紧紧握住
"
hang out with, 与…出去玩；和…闲逛；与…闲逛
hang over,"na. 迫近；接近；挂在…上面；突出
"
hatch out,"na. 想出计划；同“hatch”
"
have a baby,"na. 生孩子
"
have a blast, 玩得很开心；玩得很高兴；玩个痛快
have a check,无
have a fever,"n. 【医】发烧
"
have a good relationship with,无
have a look around,无
have a look,"v. 看一看
"
have a reputation for,"na. 因…而著名
"
have a significant effect on,无
have a significant impact on,无
have a sore throat, 喉咙疼；喉咙痛；嗓子痛
have a stuffed nose,"《英汉医学词典》have a stuffed nose
鼻子不通"
have access to,"na. 得接近；得会见；得进入
"
have an overdraft,无
have disagreement on,无
have taste in,无
have a taste in,无
have faith in,"na. 相信
"
have links with,无
have no choice but do,无
have no choice but to do,"na. 除…外别无他法
"
have problems with,无
have ... done, 现在完成时；所做的每一件事；表示做了不必做的事
have trouble in doing,无
have trouble with,"v. 同某人发生纠纷
"
having said that, 话虽如此；既然盟过誓
health system, 卫生系统；医疗体系；卫生体制
healthy diet, 健康饮食；饮食健康；健康的饮食
hear about,"v. 得知；听到关于
"
help with,"v. 帮助
"
help out,"v. 帮助…摆脱困境；救出；协助
"
high heels,"n. 高跟鞋
"
high jump,"n. 跳高
"
historical viewpoint,历史观点
hit on,"na. 忽然想到；偶然发现；无意中发现；〈非正式〉搭讪
"
hit upon,"v. 碰巧发现；忽然想出
"
hold a reception,"na. 举行欢迎会
"
hold up,"v. 举起；支撑；耽误；抢劫
n. 抢劫；延误；堵车
"
home visit,"un. 出诊
"
host family, 寄宿家庭；接待家庭；东道家庭
house appliance,无
household appliance, 家用电器；家电产品；家庭电器
household budget,"un. 家庭预算
"
household waste, 生活垃圾；住户废物；家居废物
hover around,=hover about [亦作hover round]
hunt for,"na. 追猎；搜寻
"
hustle and bustle,"n. 熙熙攘攘
"
illegal profit, 不当得利；非法利益；非法利润
immigrate to,"v. 移民到
"
immune system,"n. 免疫系统
"
impose on,"v. 强迫；欺骗
"
impose upon,"v. 强迫；欺骗
"
in a dilemma, 处于进退两难的境地；左右为难；进退维谷
in a mess,"na. 肮脏；混乱；困难
"
in a position to,"adj. 能够
"
in a slump,无
in a way,"na. 在某一点上
"
in a word,"na. “in a few words”的变体
"
in accordance with,"na. 照；与…一致
"
in addition,"na. 加之
"
in addition to,"na. 加之
"
in advance,"na. 预先；在先头
"
in broad terms,无
in case,"na. 以防万一；作为准备；如果；免得〔用作连词〕
"
in case of,"na. 要是
"
in circulation,"un. 在流通中
"
in comparison, 相比之下；比较；比较起来
in comparison with,"na. 和…比起来
"
in danger,"na. 在危险中
"
in detail,"na. 详细
"
in employment, 有工作；在工作
in full blossom,"na. 盛开
"
in favour of,"na. 赞成；有利于；付与
"
in general,"na. 一般；大体上
"
in demand,"un. 要求；抢手
"
in great demand, 需要量很大；热门；很大需求
in harmony,"un. 〔音〕和弦；和声；协调一致地
"
in line with,"na. 和…成一直线；〔美国〕和…一致
"
in moderation,"na. 适中地
"
in most cases,"un. 不论怎样说；在大多数情况下；一般地
"
in need of,"adj. 需要
"
in other words,"na. 换句话说
"
in part,"na. 一部份地；有几成；在某种程度上
"
in particular,"na. 特别；一一
"
in person,"na. 亲自；身体上；外貌上
"
in place,"na. 得其所；适当的
"
in reaction to,作为对……的反应
in relation to,"na. 关于…
"
