a big potato,无
with relation to,"na. 关于…
"
in short supply,"na. 供应不足
"
in spite of,"na. spite of 不管；〔古语〕无视
"
in stock,"na. 有货
"
in store,"na. 准备着
"
in terms of,"na. 依…；从…方面；用…特有的字眼
"
in that case,"na. 既然是那样
"
in the end,"na. 终于
"
in the first place,"na. 首先；第一
"
in the heart of,"na. 在…中心
"
in the majority, 占多数；拥有多数；在大多数
in the meantime,"na. 在这期间
"
in the middle of,"na. 正在…当中；在…的中途；在…的中央；在…的中部
"
in the middle of nowhere, 在偏僻的地方；不知身在何处；后不着店
in that position,无
in the region of,"na. 在…附近
"
in the same vein, 同样情趣的；以同样的方式；以同样的风格
in this case,"na. 既然是这样
"
in total,"adv. 全部；完全
"
in ... faculty,无
incineration plant, 焚烧车间；焚烧工厂；焚化厂
incorporate ... into, 并入；把什么并入；纳入
indifference to, 对……漠不关心；对……不关心；对…无动于衷
individual circumstance,无
information desk,"na. 问讯处
"
information explosion,"信息[情报,知识]爆炸"
insight into, 洞察；对…深刻理解；洞察力
insist on,"v. 坚持；强调
"
inspire ... to do,无
instant coffee,"na. 即溶咖啡
"
instant hit,无
instead of,"prep. 代替；作为…的替换
"
insufficient for,无
insurance for,无
integrate into, 融入到……中去；成为一体，融入；使并入
intensive reading,"na. 精读
"
interest rate,"n. 利率
"
interest-free overdraft,无
interfere with,干扰，干涉；妨碍；触动或弄坏；乱动；与……抵触
interior decoration,"na. 室内装饰；室内装饰术
"
inter-library service,无
international trade,"n. 〔商〕国际贸易
"
introduce ... to, 介绍；介绍给；向……介绍
iron out,"na. 烫平；用铁滚轧平；压平(物价)；消除
"
irreversible damage, 不可逆的损伤；不可逆损害
it makes no sense to,无
it's a pleasure for ... to do,无
it is absolutely essential for ... to,无
becomes absolutely essential for ... to,无
it's no exaggeration to say that,无
it's worthwhile to do,无
it's necessary to do,无
job description,"n. 工作职责说明；岗位责任说明
"
job responsibility, 工作职责；职位职责；工作职责一
joint account,"na. (银行存款等的)联合账户
"
joint effort, 共同努力；共同尽力；共同勤奋
just as well,"adv. 同样；完全一样
"
keep fit,"na. 保持健康
"
keep in touch with,"v. 与…保持接触
"
keep on the file,无
keep ... in mind,"na. 记在心里；记住；注意
"
keep to oneself,"un. 强调；紧贴；秘而不宣；独自承受
"
keep watch on, 监视；引申为从上监视着；进步警戒
keep-fit studio,无
kick ... out of, 从……中取乐；以……为乐
kill off,"na. 消灭
"
kind of,"na. 有点儿；有几分
"
knock down,"na. 打倒；拆除；拆卸；(拍卖时)敲槌卖出
"
know ... backwards and forwards,无
known as, 被称为；被认为是；以…而闻名
landfill site,"un. 垃圾填埋地点
"
last but not least,"na. 最后但不是最不重要的一点
"
late fee,"na. (英国邮局在规定时间之后投递邮件所收的)过时补加费
"
launch new products,无
laundry fee,无
lead into,把…带入; 导致; (道路等)通向
lead to,"na. 通向
"
learn through,无
lecture on, 讲授；有关…的讲座；有关…的演讲
letter of acceptance,"un. 承兑函
"
leisure time,"un. 空闲时间
"
lend an ear, 倾听；倾听一下；你会懂得倾听
letter of recommendation,"un. 推荐书
"
life expectancy,"n. 预期寿命；预计存在（或持续）的期限
"
light rail,"na. 轻轨
"
line up,"na. 整顿(机械等)；排成一列；使(兵士)排齐；整顿阵容
"
live music,"n. 现场音乐
"
living condition,"n. 生活状况
"
loads of,"adj. 大量；许多
"
local resident, 当地居民；离岛居民；离岛居民票
log on,"un. 注册
"
log in,"na. 进入电脑工作系统；“log on”的变体
"
long jump,"n. 跳远
"
look ahead,"na. 考虑未来；“look/think/plan ahead”的变体
"
look back,"na. 回头看；回顾；追想 (to；upon)；(对事业等)不起劲
"
look forward to,"na. 盼望
"
look through,"na. 浏览；翻查；对…视而不见；看穿
"
look up,"v. 查找；查阅；探望；看望
"
lose sight of,"na. 看不见了…；忘了…；失踪了
"
lose temper,"v. 生气
"
lottery ticket,"n. 彩券
"
lower the rate of,无
low-risk investment,无
loyalty to, 对---的忠诚；对……忠心；忠诚于
lucky you, 幸运牌手；幸运赌神；幸运的你
lunar calendar,"na. 阴历
"
maid of honor,"na. 宫女；〈美〉女傧相
"
main branch,"un. 主汊道
"
main course,"abbr. (=mainsail)主要课程；主菜
"
main topic,无
make a complaint, 抱怨；投诉；提出投诉
make a deep impression,无
make a detour,"na. 迂回
"
make a hit,"na. 很受欢迎
"
make a nominal charge,无
make note of,无
make a note of,"v. 记录
"
make a provisional booking,无
make a quick getaway,无
make a reference to,无
make a wish, 许愿；许个愿；许一个愿望
make allowances for,"un. 考虑到
"
make an application,无
make an appointment,"n. 【医】预约
"
make an effort to,"un. 使劲…；努力
"
make efforts to, 尽一切努力
make an exception,"un. 破例；不寻常的人；高抬贵手
"
make an exception of,把…作为例外
make clear, 弄清楚；澄清；表明
make difference,"un. 有差别
"
make friends with,"na. 跟…做朋友
"
make great progress, 取得巨大进步；取得很大进步；取得巨大的进步
make headway, 取得进展；有进展；取得进步
make it difficult for ... to do,无
make notes,"un. 打听；记下；审批
"
make one's blood boil, “火冒三丈”，“怒发冲冠”; 热血沸腾
make out of,"na. 用…制做…；理解；了解
"
make seat reservation,无
make sure,"na. 尽力做到；深信；务必；务请
"
make up one's mind,"na. 决心 (to do)
"
make up,"na. 弥补；起草；定；签订
"
make use of,"na. 使用
"
make waves,"na. 兴风作浪；打乱正常的进程[惯例等]
"
make the ... conclusion,无
draw the ... conclusion,"得出结论,推断"
man of the year,"n. 当年头号人物；当年最有影响的人物
"
management layer, 管理层；管理层级；治理层
man-made object,无
manual gear,无
many thanks to ... for doing,无
market economy,"un. 市场经济
"
market share,"n. 【商】市场份额；市场占有率
"
marketing consultant, 市场顾问；营销顾问；行销顾问
mass media,"n. 大众传媒
"
maximum profit,"un. 最大利润
"
medium-sized city,中等城市
meet the deadline,"v. 按限期完成
"
meet one's needs,无
meet up,"v. 偶尔遇见
"
meet up with,"na. 遇着
"
metropolitan area,"n. 城市群
"
military use, 军事用途；军用；军用的
mind doing, 介意做某事；介意作某事；介意干某事
mind you,"na. 你听着〔表示让步或提出条件的插句〕
"
misplace trust in,无
more or less,"na. 有几分；约；或多或少；一点也…
"
motivate ... to do,无
mountain climbing,"n. 爬山；登山；攀岩
"
move along,"v. 往前移动
"
move away from ... to,无
move forward,"na. 前进
"
move on,"na. 继续前进；(使)继续前进；〔交通警察命令〕向前!
"
move on to, 继续；移到；转向
multiple entry visa, 多次入境签证；多次往返签证；多次签证
musical instrument,"n. 乐器
"
natural resources,"na. 自然资源；天然资源
"
natural scenery, 自然景观；自然风光；自然风景
never mind,"un. 没关系；不要紧；开诚布公地谈
"
nine-year compulsory education, 普九教育标准
no charge,"un. 免收费用；无触点检波器；不用付钱
"
no exception, 没有例外；无一例外；不例外
no substitute for,无
non-native speaker, 非母语者；非母语语文学习；非英语为母语者
non-smoking section,"n. 禁烟区
"
nose dive,"na. 【航】俯冲；〈比喻〉(价格等的)猛跌；(事业等的)骤衰
"
not always be the case,无
not for circulation,无
not have a clue about,无
not mean any offense on,无
not only ... but also,"na. 不但…而且…；不仅…而且…
"
not to mention,"na. …不用说
"
not ... but rather,无
note down,"un. 记录
"
notice board,"na. 布告牌
"
now that,"na. 由于
"
nuclear family,"n. 核心家庭
"
nursing care, 护理；护理照护；护理服务
ocean current,"n. 海流
"
off campus,"na. 在校外
"
off topic,adj. （尤指因特网上的讨论）与主题不相干的，跑题的
offer opportunity for ... to do,无
give opportunity for ... to do,无
office staff,"un. 职员
"
on a roll,"na. 〈非正式〉顺利的；走运的
"
on average, 平均；平均起来；通常
on business,"na. 因公
"
on campus,"na. 在校内
"
on display,"un. 公开展出
"
on hand,"na. 现有；〈美〉出席；〈美〉在近处
"
on impulse, 一时冲动；一时心血来潮；冲动的
on one's behalf,"为…的利益,代表"
on one's way to,无
on request,"na. 承索(即寄等)
"
on second thoughts,"na. 经重新考虑后；再次考虑后
"
on strike,"adj. 罢工
"
on the margin of,"处于…的边缘,濒临…"
on the minus side,"缺点
在不利方面"
on the other hand,"na. 从另一方面来说；在另一方面
"
on the phone,"un. 正在打电话
"
on the same wavelength,"na. 观点一致
"
on the weaker side,无
on the whole,"na. 整体上说
"
on top of,"na. 在…之上；逼近；胜任(工作等)；掌握(情况等)
"
one's best bet,无
the best bet, 突然发财；喜从天降；最好的选择
open a bank account, 开立银行帐户；开户；开银行账户
open admission,免试入学制；开放式入学
open stacks,无
open ticket,"un. 不或未确定起飞日期的有效机票
"
open shelves, 开架式；开架式的；开放式货架
opening time,"n. （酒吧的法定）开始营业时间
"
other than,"na. 与…不同；除了
"
ought to do, 应该做某事；应该做……如；应当做
out of bounds,"na. 越界；禁止…入内
"
out of character,"na. 不适当[适合]
"
out of date,"adj. 过时的；缺乏新信息的；陈腐的；失效的
"
out of print,"na. (书等)已脱销；已绝版
"
out of shape,"adj. 变形
"
out of temper,"na. 动气
"
out of the way,"na. 向旁边；让开；迷失；误
"
out on loan, 借出的；已经借出的；已借出
over and above,"na. 远远超过…以上；加之；除…以外
"
over the phone, 用电话交谈；通过电话；在电话里
overseas student,"n. 外国留学生
"
owe ... to,"v. 由于；把…归功于
"
ozone layer,"n. 臭氧层
"
pace of life, 生活节奏；生活的节奏；生活步伐
packing list,"[化] 装箱单; 装箱明细表
[经] 装箱单, 花色码单, 包装货物详单"
pain killer,"n. 【医】止疼药
"
parallel to,"v. 和…相似
"
parent organization, 上级组织；组织；母体
parking lot,"n. 停车场
"
parking permit, 停车证；停车许可；停车许可证
parking sticker, 停车许可证；停车贴条；停车证
part exchange,"n. 部分抵价交易；以旧换新交易
"
part-time job, 半日工作; 兼职
participate in,"v. 参加；分享
"
passport photo, 护照照片；护照相片；证件照
pay a ... deposit,付保证金(押金)
pay a mortgage,无
pay the mortgage,无
pay attention to,"na. 注意
"
pay for,"na. 付开销；赔偿(损失)；(为某种过失)付出代价；吃亏
"
pay off,"na. 偿清(债务等)；付清；发清(工钱)；发清工钱解雇
"
pay tribute to, 表示敬意；称赞；致敬
peak time,"un. 高峰期；洪峰时段
"
per person, 每人；每位；人均
personal contents insurance,无
personal possession,个人占有
personal statement, 个人陈述；自传；个人自述
personality questionnaire,人格问卷
personally speaking, 就个人来说；就我个人而言；我个人认为
personnel management,"un. 人中事管理
"
phone bill, 电话费；有电话费；电话账单
phone up,"na. 打电话叫人；同“phone”
"
pick one's brain,无
pick out,"na. 挑选；掘出；闻出；领会
"
pitch in,"na. 热情参加
"
places of historical interest,无
plan on,"na. 想要
"
plastic bag,"n. 胶袋
"
play a significant role,无
plenty of evidence has shown that,无
point of view,"n. 观点；态度；意见；看法
"
point out,"na. 指出
"
population growth,"un. 人口增长；种群增长
"
pose a threat to, 对…有一种威胁；对……构成威胁；对……造成威胁
postgraduate student, 研究生；硕士研究生；研究生同学
potential customer,"un. 潜在消费者
"
potential problem,"un. 潜在的问题
"
prefer ... to,"un. 较喜欢；宁愿:
"
present oneself,"na. 出席(会议等)；出现(在听众面前等)；到场
"
prevent ... from, 防止；阻止；预防
price range,"n. 价格范围
"
price structure,"un. 价格结构
"
pride oneself on,"na. 以…自豪
"
proficient in, 精通；精于；在…方面很熟练
proficient at, 精通；擅长；熟练
profound influence, 深远影响；深层影响；深远的影响
projection system,"un. 投影系统
"
promote sustainable development,无
property insurance,"n. 〔经〕财产保险
"
propose a toast,"na. 建议举杯祝酒
"
protect ... from, 保护；保护……免受；不受…之害
provide ... with,"v. 供给；供应
"
public transport system, 公共交通系统；公用运输系统
publicity leaflet,无
pull out,"na. 拔(牙等)；把船划出；(车,船等)开出；(人)出发
"
pull up,"v. 拔起；使…停下
"
punch in, 打卡上班; 在（某物）上打（孔）（常指用专用工具）; 把（钉子等）钉入木头; 用拳击（某人鼻、眼、脸或腹等部位）
punch line,"n. 指一整段笑话中最后几句最能引人发笑的点睛之笔
"
punch out,"un. 穿孔输出；向外传球；记录下班时间
"
push up,"v. 提高；强使(物价等)上升
n. 【体】俯卧撑
"
put aside,"na. “set aside”的变体
"
put down,"na. 平定；贬低(的话)；(飞机的)降落
"
put emphasis on,"na. 着重在；强调
"
put one's feet up,"na. 双腿平搁起来休息
"
put ... at risk,无
put ... on to,na. 向某人点明…
put ... through,"na. 经受；测试；试验；使…通过
"
put together,"na. 编辑；拼拢；比较考虑；使结婚
"
put up,提供；建造；举起；提高；推举，提名；供给…住宿；直接行动
queue up,"n. 长队；车队；辫子
v. 把(头发)梳成辫子；〈英〉排(成)队
"
range from ...,"v. 范围自N
"
range from ... to, 范围从到；从……到……的范围；在……中变化
rather than,"na. 而不
"
raw materials,"na. “raw material”的变体
"
recommend ... to, 交付；向…推荐；把…推荐给某人
recommend ... for,"un. 推荐；介绍:
"
recover from,"v. 恢复
"
refer to,"v. 查阅；提到
"
reference letter, 推荐信；介绍信；推荐信两份
reference materials, 参考资料；参考物质；标准样品
reference number,"un. 参考号数；参考数；基准数；引用号
"
reference source,"un. 参考源；参比光源；对照源；标准放射源
"
reference stacks,无
refrain from,"na. 戒(烟)
"
refresh one's memory,唤起自己(或某人)的记忆；使自己(或某人)重新想起；(温习一遍)加深自己(或某人)的记忆
refresher course,"n. 进修课程
"
regard as,"v. 当作
"
regardless of,"prep. 不管；不顾；不理会
"
register with, 挂的号；注册码；登记
registered mail,"n. 挂号邮寄
"
registration fee,"un. 挂号费；注册费
"
regular meeting,"un. 例会
"
relate to,"na. 有关联；与…有关；理解
"
relay race,"na. 接力赛跑
"
release pressure,释放压力
religious practice,无
rely on,"v. 依靠；信赖
"
rely upon,"v. 依靠；信赖
"
remind ... of,"v. 提醒
"
removals van,无
research assessment,无
research method,"un. 研究方法
"
research methodology, 研究方法；研究方法论；研究方法学
resistant to,"adj. 抵抗
"
respond to,"v. 响应
"
response rate,"un. 反应率；反应速度；灵敏度
"
response to, 反应；回应；对……的回答
result from,"v. 由于
"
result in,"na. 终于(失败)
"
ringback tone,"振铃音,回铃音"
roam about, 流浪；流荡；漫游
root for,"v. 声援
"
round-trip ticket, 往返票，双程票
roundabout route,迂回的路线，绕行路线；迂回的路线
routine work,"un. 日常工作；常规操作；常规作业
"
run across,"na. “Come across”的变体
"
run into,"na. 冲进；(河)注入(海)；撞上；到达
"
run out of,"na. 用光…
"
run risks, [体]冒险; 冒风险
run the risk of,"v. 冒…的危险
"
run through,"na. 穿过；匆匆忙忙看一遍；不间断地排练；花光
"
run wild,"na. 蔓延；狂暴起来；放肆起来；放荡
"
rush hour,"n. (上,下班的)高峰期
"
rush off, 匆忙走掉；冲出；匆忙离开
sanitary condition, 卫生条件
satisfy the need of,无
save a back-up copy,无
save up,"na. 同“save”；贮(蓄)
"
saver ticket,无
savings account,"un. 存款帐户
"
scare off, <非正>使（某人）望而却步，吓跑…
scenic spot,"un. 〔游〕风景区
"
science fiction,"n. 科幻小说；科幻电影
"
security entrance,无
sell out,"na. 卖完；脱销；背叛；〈美口〉欺骗
"
semi-detached house, 半独立屋；半独立式住宅；花园也用篱笆隔开
send out,"na. “send forth”的变体
"
senior citizen,"n. 老年人（委婉说法，尤指退休者）
"
serve ... with,"na. 拿出…给(某人)；提供；供给
"
service charge,"n. （另加的）服务费；（付给餐馆侍者的）小费；（付给房东的）服务费
"
set aside,"na. 搁置；拨出；驳回
"
set back,"na. 阻碍；延迟；〈非正式〉花费
"
set down,"na. 记入；登记；定；设
"
set out,"n. 开始；出发；动身；准备
"
set off,"na. 分；分割；划开；区划
"
set the table,"na. “lay the table”的变体
"
set up,"na. 建立；创立；发起；开办
"
settle down,"na. 定居；成家；移居；平静下来
"
share the view on,无
shift work,"n. 倒班；轮班
"
shock value,"un. 冲击值
"
shoot a film, 拍电影；拍摄一个镜头；拍摄电影
show off,"na. 卖弄；〈贬〉自以为是；趾高气扬；炫耀
"
show up,"na. 显眼；揭发；嘲笑；露面
"
shut down,"na. 关闭；关拢(窗等)；停业；禁止
"
side effect,"n. 副作用；意外结果；函数副作用
"
sightseeing spot,无
sign a contract with,无
sign up,"na. 同“sign”
"
single-speed cycle,无
sit in,"na. 占座抗议
"
sit with,"v. 照料
"
slip from ... to,无
slip on,"na. 一下子穿上
"
slow down,"na. 闲下来；减缓；放慢速度；减速
"
snap up,"na. 咬住；突然插嘴
"
so forth, 等
soak up,"v. 吸取
"
social interaction,"un. 〔哲〕社会交互作用；社会相互作用
"
social welfare,"na. 社会福利；社会福利救济
"
soft drink,"n. 软饮料（不含酒精）
"
soil conditioner,"na. 土壤改良剂
"
solar energy,"na. 太阳能
"
sort ... out,"na. 清理
"
sound good, 听起来不错；听起来很好；听起来好
spare time,"un. 业余时间；业余的
"
spark off,"v. 引爆
"
speak at natural speed,无
speak of,"na. 讲起；特别推荐说
"
speak up,"na. “speak out”的变体
"
speak up for, 替……说好话；为…说话
special clinic,无
specialized course,无
speed up,"na. 加快(机器等的)速度；使加紧做
"
split off,"na. 劈开；分开；分裂出来
"
spoken English,"na. 英语口语
"
spot on,"adj. 完全正确；对极了
"
spring up,"na. 跳上来；发生；萌芽；出现
"
sprout up, 出现
staff room, 教员休息室；教研室；教员室
stand for,"na. 〈口〉忍耐；忍受；主张；拥护
"
stand out,"na. 突出；显著；不参加战争；抵抗到底
"
standard of living,"n. 生活水平
"
start off,"na. 动身
"
start up,"n. 创办中的公司；开机
v. 开办；发动(机器,引擎等)
adj. 新开张的
"
start with a clean slate,"na. (改过)自新；重新开始
"
state-run enterprise,无
stay in touch with, 与……保持联系；与……保持联络；和……保持联系
stay within the budget,无
stereo system,"un. 立体声系统
"
stick shift,"n. 变速杆；换挡杆；手动变速车
"
stick in one's mind,无
stick to,"na. 忠于
"
stock market,"n. 股市；证券交易（所）；股票交易（所）
"
store ... away,"na. 把…贮藏起来
"
store ... up,"na. 贮藏；记住
"
straight away,"adv. 马上
"
strip down, 拆开；脱下；脱去
strive for,"v. 争取；奋发图强；收下
"
student account, 学生账户；银行中的学生帐户；银行中的学生账户
student handbook, 学生手册；学生守则；学生及家长手册
student union,"na. 〈美〉(大学生)学生活动大楼
"
students' union, 学生会； 学生活动中心（大楼）
subscription fee, 费；订购费；申购费
suffer from, 患（某种病），受（某种病痛）折磨; 因…而受罚[苦，损]; 闹; 罹
suggestion box, 意见箱；门诊满意调查回收意箱；门诊满意调查回收意见箱
suitable for,"adj. 适合于N
"
summit conference,"na. 最高级会议
"
summit meeting,"n. 最高会议
"
superior to,"adj. 胜过；优于
"
surf the Internet, 上网；网上冲浪；上网冲浪
sweep across,"un. 一刀两断；席卷
"
swimming costume,"na. 游泳衣
"
table tennis,"n. 乒乓球运动
"
take a sip of,无
take a stroll around,无
take a ... view of,"观察,视察,检查"
take an ... view of,无
take a ... view towards,无
take an ... view towards,无
take advantage of,"na. 乘；利用；欺骗；引诱(女人)
"
take ages,无
take an interest in,"na. 对…感兴趣
"
take ... as an example, 一定的榜样
take care of,"na. 照看；处理；清除
"
take control of, 控制；掌管；取得对……的控制
take down,"na. 扯下；卷起；记下；卸下
"
take ... into account,"na. 考虑
"
take account of,"na. 考虑
"
take ... into consideration,"v. 顾及
"
take a heavy toll, 遭受重创；付出惨重的代价；造成重大损失
take a heavy toll on,无
take its toll, 造成损失；造成伤亡；伤害某人
take its toll on,无
take notes,"na. 做记录
"
take off,"v. (飞机)起飞；出去；拿掉；移送
"
take one's breath away, 令人咋舌；大为惊讶；目瞪口呆
take one's temperature,"na. 量体温
"
take out insurance, 买保险；投保；加入保险
take over one's business,无
take pictures, 照相；拍照；拍照片
take pity on,"na. 因可怜…
"
take responsibility for, 对…负责；负责；负起对…的责任
take the role of,无
take unpaid leave,无
take up,"na. 拿起；举起；拾起；给搭(火车等)
"
talcum powder,"n. 滑石粉；爽身粉；扑粉
"
talk through, 讨论；通话完毕；电话接通
tax revenue,"n. 税收
"
teaching facilities,无
team spirit,"n. 合作精神；集体精神；团队精神
"
tear down,"na. 拆毁；扯下；猛冲
"
telephone interview,"un. 电话调查
"
telephone rental,无
tell ... from,"un. 辨别；区分开:
"
tend to,"v. 倾向于；有助于
"
thank goodness for,无
thanks to,"v. 感谢；幸亏；多亏
"
the last thing ... want to do,无
the best bet, 突然发财；喜从天降；最好的选择
your best bet, 你最好赌注；智夺天下；你最好的选择
theme park,"n. 主题公园
"
through and through,"na. 完完全全；彻头彻尾
"
tick away,"v. 滴答作响
"
tick by,过去滴答声过去
ticket office,"na. 票房
"
tie ... in,"n. 搭配在一起出售的[货品]；联系
"
tie ... in to,"un. 嵌入
"
tie ... in with,"un. 牵制；与…联合在一起
"
time difference,"na. 时差
"
to be frank,"na. “to be honest/frank/serious”的变体
"
to be precise,"na. 确切地讲
"
to one's surprise, 使……惊讶的是；竟然；让某人惊讶的是
to some extent,"na. 在某种程度上
"
to some degree,"adv. 多多少少
"
to sum up, 总之；概括地说；总之，总而言之
to the best of one's knowledge, 就某人所知；尽人所知；据自己所知
to the point,"na. 露骨；中肯
"
tourist attraction,"na. 旅游胜地；吸引游客的事物
"
tourist destination, 旅游目的地；旅游景点；旅游胜地
tow ... away, 拖走；车辆被拖走；拖吊
track and field,"n. 田径运动
"
trade fair,"n. 商品展销会；商品交易会
"
trade show,"na. 【影视】试映
"
trade ... in,"na. 用交换方式购入
"
trade on,"na. 利用(某人的)名声
"
trade up,"n. 卖次买好；以次换好的买卖
"
traffic congestion,"na. 交通拥塞
"
traffic jam,"n. 堵车；交通阻塞
"
traffic noise,"un. 交通噪声
"
trail away, 散去; （声音）逐渐变弱
trail off,"na. (声音)逐渐消失；“trail away”的变体
"
train of thought,"un. 思路
"
transfer to,"v. 转移给
"
translate ... into,"v. 译成
"
transportation system,"un. 运输系统
"
travel agency,"n. 旅行社
"
travel light,"na. 轻装旅行；轻装简行
"
traveller's cheque,旅行支票（等于traveler's check）
traveller's check, 旅行支票；旅行支票收藏指正
try on,"na. 试穿；〈非正式〉搞恶作剧(以试探能否被容忍)；〈非正式〉耍花招
"
try one's best to do,无
try out,"na. (采用前)严密试验；筛矿；量(金属的)纯度
"
turn a blind eye,"un. 掌上明珠；轮流；睁一只眼；不闻不问
"
turn a blind eye to,"na. 对…熟视无睹；假装不见
"
turn down,"na. 翻下(衣领等)；扭小(灯火等)拒绝考虑；拒绝(某人)
"
turn off,"v. 关掉
"
turn to,"v. 向(某人)求助；求助于
"
turn up,"v. 朝上翻；出现
"
tutorial paper,无
twice as many,无
ultra-violet radiation,紫外辐射
uncertain about, 对…不能肯定
under pressure,"un. 在压力下
"
under stress,"un. 在受力时
"
undergraduate student, 本科生；大学部学生；大学生
union fee,无
universal education,"n. 普及教育
"
up to,"na. 干(着)；到；胜任；…的责任
"
upper class,"n. 上流社会；上等阶层
adj. 上层阶级(特有)的
"
upper limit,"un. 上限尺寸；最大容许尺寸；顶点
"
vacant position,"un. 空位；空座席
"
vacuum flask,"n. 保温瓶；热水瓶；真空瓶；冰瓶
abbr. (=vacuum bottle)
"
various aspects of,无
vary with,"na. 照…变化
"
vice versa,"adv. 反之亦然；反过来也一样
"
virgin forest,"un. 原始森林；原始林
"
virtual reality,"n. （计算机创造的）虚拟现实
"
vocational school,"n. （美国）职业学校
"
voluntary organization, 志愿组织；志愿者组织；志愿性组织
volunteer to do, 自愿做某事；志愿做某事；主动
wake up,"na. 同“wake”；叫醒；醒来；振作起来
"
walk away with, 随…走开; 偷走; 带走; <口>轻而易举地赢得（比赛、奖品等）
washing machine,"n. 洗衣机
"
waste disposal,"un. 废弃物处理；废物处置；废物处理
"
watch for,"v. 期待；等待
"
watch out,"na. 当心；留神；小心；提防
"
water-soluble vitamin, 水溶性维生素
way off base,无
website address,网址
wedding vow, 结婚誓言；婚礼誓言；婚礼盟誓
weigh the pros and cons,"na. 权衡利弊
"
weight lifting,"na. 【体】举重
"
well done,"adj. 熟透的；煮透了的；烧烂了的
"
wipe out,"na. 擦去；【无线】遮蔽；遮蔽地域；【信】封闭
"
with a population of,无
with the help of,"prep. 借助于
"
without question,"na. 无疑地；没有异议
"
word processing,"n. （计算机）字处理
"
data processing,"n. 数据处理
"
work out,"v. 作出；拟定；制定；计划一下
"
work through,"un. 急救；推敲；过…关；贯穿
"
working experience, 工作经验；工作经历；任职经验
worth doing, 值得做的；值得一做的；值得去做某事
write back,"v. 回信
"
write up,"na. 写在高处；书面表扬；一直写到最近事情；详细写
"
you name it, <口>凡你想得起的 不管什么（都有了或都干了等）
youth hostel,"n. 青年招待所
"
